background_pct,tissue_pct,crop_would_help,mean_brightness,std_brightness,split,diagnosis
16.68,83.32,True,77.09,34.99,test,2
52.63,47.37,True,23.69,27.64,test,0
20.87,79.13,True,81.88,43.45,test,0
16.66,83.34,True,91.55,42.21,test,4
25.71,74.29,True,81.75,48.43,test,3
16.73,83.27,True,47.31,21.04,test,2
20.97,79.03,True,75.01,40.81,test,0
52.43,47.57,True,43.89,47.8,test,0
9.58,90.42,False,41.92,21.37,test,3
16.57,83.43,True,102.06,46.06,test,1
25.32,74.68,True,93.8,54.58,test,2
21.03,78.97,True,72.25,40.75,test,0
52.35,47.65,True,53.79,58.19,test,0
20.82,79.18,True,90.43,48.68,test,0
16.61,83.39,True,73.3,33.57,test,1
26.49,73.51,True,71.21,46.23,test,3
52.56,47.44,True,37.09,40.49,test,0
16.65,83.35,True,72.03,35.37,test,4
24.95,75.05,True,56.59,34.9,test,4
16.61,83.39,True,84.76,38.41,test,1
16.69,83.31,True,57.65,28.71,test,2
21.0,79.0,True,73.82,41.19,test,0
1.34,98.66,False,60.78,21.71,test,1
28.61,71.39,True,47.34,31.29,test,3
20.67,79.33,True,86.47,45.55,test,0
20.87,79.13,True,78.24,41.27,test,0
28.46,71.54,True,72.92,50.72,test,4
24.5,75.5,True,59.15,35.1,test,2
16.71,83.29,True,69.63,32.71,test,4
20.82,79.18,True,84.27,46.14,test,0
52.46,47.54,True,57.04,62.97,test,0
24.84,75.16,True,68.02,40.01,test,2
16.8,83.2,True,45.92,22.83,test,2
0.63,99.37,False,92.87,47.61,test,0
16.61,83.39,True,80.23,37.49,test,1
20.83,79.17,True,84.06,45.49,test,0
16.65,83.35,True,73.6,33.5,test,2
20.79,79.21,True,79.48,43.18,test,0
9.13,90.87,False,50.52,22.84,test,2
25.59,74.41,True,98.84,57.83,test,2
16.66,83.34,True,66.6,32.81,test,2
25.41,74.59,True,68.14,40.25,test,1
20.35,79.65,True,37.59,28.29,test,0
20.81,79.19,True,82.19,45.0,test,0
26.5,73.5,True,54.8,34.73,test,2
20.92,79.08,True,83.26,46.33,test,0
16.69,83.31,True,69.55,33.32,test,0
52.76,47.24,True,20.97,27.42,test,0
20.79,79.21,True,86.05,45.6,test,0
52.3,47.7,True,58.8,66.36,test,0
16.67,83.33,True,60.67,30.49,test,2
52.47,47.53,True,34.41,37.53,test,0
21.05,78.95,True,74.81,42.03,test,0
16.58,83.42,True,83.18,39.74,test,4
21.21,78.79,True,43.47,26.5,test,0
20.87,79.13,True,72.76,39.19,test,0
28.46,71.54,True,67.77,44.89,test,4
20.83,79.17,True,82.58,44.94,test,0
45.32,54.68,True,37.68,36.75,test,3
9.48,90.52,False,54.51,29.61,test,2
16.62,83.38,True,71.69,33.37,test,2
9.34,90.66,False,60.39,24.92,test,0
52.45,47.55,True,49.57,53.78,test,0
21.02,78.98,True,83.87,46.33,test,0
52.42,47.58,True,46.65,51.55,test,0
20.89,79.11,True,83.27,44.69,test,0
20.94,79.06,True,93.56,50.93,test,0
16.59,83.41,True,76.98,37.92,test,2
20.88,79.12,True,71.73,38.05,test,0
24.59,75.41,True,85.44,49.05,test,2
20.91,79.09,True,75.64,42.11,test,0
21.02,78.98,True,69.54,38.41,test,0
16.65,83.35,True,85.82,38.92,test,1
20.86,79.14,True,87.89,46.53,test,0
52.54,47.46,True,43.79,47.58,test,0
24.6,75.4,True,52.21,30.49,test,2
16.63,83.37,True,66.74,30.75,test,2
9.02,90.98,False,69.98,30.21,test,1
16.64,83.36,True,79.1,37.79,test,4
9.61,90.39,False,35.41,21.44,test,2
16.67,83.33,True,69.47,32.0,test,4
25.43,74.57,True,58.72,34.81,test,4
20.75,79.25,True,81.71,45.72,test,0
9.56,90.44,False,37.39,16.72,test,2
52.48,47.52,True,43.34,47.82,test,0
20.84,79.16,True,81.35,44.1,test,0
25.4,74.6,True,62.56,37.14,test,2
20.9,79.1,True,86.51,46.95,test,0
20.8,79.2,True,94.05,50.48,test,0
16.67,83.33,True,65.8,30.34,test,4
20.93,79.07,True,83.78,45.45,test,0
26.52,73.48,True,58.91,37.25,test,4
20.85,79.15,True,73.91,39.63,test,0
26.5,73.5,True,51.61,32.44,test,2
20.87,79.13,True,84.64,44.78,test,0
20.98,79.02,True,76.26,41.48,test,0
52.57,47.43,True,38.71,42.3,test,0
20.88,79.12,True,81.66,43.45,test,0
20.89,79.11,True,77.72,41.71,test,0
52.55,47.45,True,43.19,47.17,test,0
20.77,79.23,True,80.89,43.74,test,0
20.8,79.2,True,80.51,43.01,test,0
25.61,74.39,True,79.88,46.66,test,3
52.61,47.39,True,29.11,33.07,test,0
52.64,47.36,True,22.59,27.0,test,0
20.97,79.03,True,80.82,44.89,test,0
16.66,83.34,True,67.67,32.96,test,2
16.62,83.38,True,82.78,39.47,test,4
20.48,79.52,True,87.15,46.67,test,0
9.5,90.5,False,53.64,32.56,test,0
20.97,79.03,True,77.99,41.55,test,0
20.8,79.2,True,74.8,41.9,test,0
16.68,83.32,True,73.58,34.56,test,1
16.67,83.33,True,56.74,27.68,test,4
1.93,98.07,False,51.84,20.03,test,0
9.32,90.68,False,53.73,19.29,test,2
25.4,74.6,True,68.95,40.62,test,2
9.49,90.51,False,51.85,25.2,test,4
52.46,47.54,True,56.47,60.08,test,0
20.31,79.69,True,39.93,25.9,test,0
52.42,47.58,True,48.82,52.71,test,0
45.34,54.66,True,34.93,36.74,test,3
24.96,75.04,True,54.75,32.49,test,2
24.88,75.12,True,61.24,36.06,test,2
52.54,47.46,True,48.07,51.97,test,0
9.43,90.57,False,55.48,21.79,test,2
16.69,83.31,True,67.26,31.98,test,2
16.72,83.28,True,73.03,33.84,test,4
21.03,78.97,True,77.9,44.27,test,0
16.64,83.36,True,85.99,38.77,test,1
20.77,79.23,True,81.59,43.58,test,0
16.67,83.33,True,77.4,35.64,test,0
9.39,90.61,False,66.39,32.76,test,2
20.77,79.23,True,85.71,46.09,test,0
20.96,79.04,True,69.07,38.67,test,0
52.43,47.57,True,42.61,48.65,test,0
25.41,74.59,True,60.22,35.32,test,2
25.44,74.56,True,61.24,36.85,test,2
52.43,47.57,True,44.78,48.16,test,0
20.32,79.68,True,38.63,26.04,test,0
20.78,79.22,True,90.29,48.65,test,0
16.7,83.3,True,67.67,34.3,test,2
20.94,79.06,True,78.54,44.26,test,0
52.45,47.55,True,41.31,45.3,test,0
21.12,78.88,True,55.27,32.95,test,0
2.56,97.44,False,62.59,24.2,test,0
52.51,47.49,True,39.85,43.95,test,0
16.7,83.3,True,76.41,35.99,test,4
52.41,47.59,True,46.26,52.62,test,0
20.98,79.02,True,70.95,38.39,test,0
24.92,75.08,True,65.63,38.4,test,2
25.28,74.72,True,100.04,58.18,test,2
3.02,96.98,False,94.29,48.04,test,0
1.05,98.95,False,78.59,22.71,test,2
25.36,74.64,True,78.22,45.52,test,2
21.23,78.77,True,55.68,32.27,test,0
20.3,79.7,True,40.33,23.66,test,0
52.54,47.46,True,47.66,52.88,test,0
25.33,74.67,True,97.96,56.85,test,2
25.3,74.7,True,99.41,57.62,test,2
26.57,73.43,True,45.98,30.96,test,3
25.41,74.59,True,59.17,36.43,test,4
20.78,79.22,True,86.54,46.46,test,0
9.47,90.53,False,51.41,31.49,test,3
21.04,78.96,True,83.55,45.83,test,0
20.83,79.17,True,85.05,45.34,test,0
16.61,83.39,True,93.91,43.48,test,2
45.31,54.69,True,36.93,33.48,test,4
16.69,83.31,True,76.67,35.33,test,2
3.67,96.33,False,45.61,21.03,test,0
25.4,74.6,True,55.33,33.34,test,4
16.69,83.31,True,69.09,34.06,test,2
20.29,79.71,True,40.47,22.49,test,0
52.41,47.59,True,45.25,49.04,test,0
25.44,74.56,True,77.95,47.61,test,2
9.42,90.58,False,71.01,31.34,test,0
25.49,74.51,True,82.21,48.48,test,2
28.23,71.77,True,63.91,41.37,test,1
20.87,79.13,True,79.26,41.89,test,0
9.52,90.48,False,43.12,17.89,test,0
20.32,79.68,True,41.2,28.48,test,0
16.7,83.3,True,68.51,31.21,test,1
1.15,98.85,False,76.53,29.24,test,0
25.39,74.61,True,68.14,39.84,test,2
24.63,75.37,True,77.04,44.63,test,4
52.47,47.53,True,45.81,49.46,test,0
25.4,74.6,True,68.2,40.0,test,2
52.78,47.22,True,22.17,26.34,test,0
20.93,79.07,True,73.66,42.0,test,0
52.44,47.56,True,41.7,44.84,test,0
20.92,79.08,True,81.01,43.02,test,0
16.66,83.34,True,72.36,33.89,test,4
20.88,79.12,True,80.32,44.23,test,0
26.49,73.51,True,71.21,46.23,test,2
20.82,79.18,True,85.05,45.04,test,0
7.97,92.03,False,67.09,29.83,test,0
16.63,83.37,True,75.66,38.28,test,2
21.21,78.79,True,47.86,30.51,test,0
2.35,97.65,False,61.26,26.95,test,0
9.37,90.63,False,61.04,29.2,test,0
1.9,98.1,False,71.21,34.1,test,0
52.57,47.43,True,38.84,43.14,test,0
20.85,79.15,True,76.97,41.46,test,0
24.48,75.52,True,70.13,40.87,test,3
20.94,79.06,True,73.01,40.16,test,0
52.53,47.47,True,39.2,43.76,test,0
20.72,79.28,True,88.55,46.81,test,0
20.85,79.15,True,77.4,42.33,test,0
20.29,79.71,True,50.11,29.73,test,0
20.96,79.04,True,77.15,42.34,test,0
9.58,90.42,False,39.82,22.59,test,0
26.44,73.56,True,65.3,40.43,test,4
20.86,79.14,True,84.37,44.24,test,0
25.37,74.63,True,74.03,42.82,test,2
20.81,79.19,True,98.0,51.48,test,0
20.86,79.14,True,82.06,44.22,test,0
20.92,79.08,True,78.51,41.56,test,2
52.49,47.51,True,35.9,39.86,test,0
52.49,47.51,True,39.74,43.21,test,0
20.99,79.01,True,68.47,38.51,test,0
20.96,79.04,True,74.11,40.79,test,0
20.92,79.08,True,79.72,44.24,test,1
16.68,83.32,True,62.66,29.79,test,2
20.31,79.69,True,36.58,20.46,test,0
20.29,79.71,True,48.58,36.45,test,0
9.03,90.97,False,82.85,31.9,test,4
9.46,90.54,False,64.95,29.47,test,2
25.41,74.59,True,80.08,47.22,test,0
1.84,98.16,False,70.26,33.12,test,0
20.91,79.09,True,82.66,44.13,test,0
52.53,47.47,True,50.17,53.69,test,0
16.67,83.33,True,80.94,37.35,test,3
16.63,83.37,True,87.21,40.66,test,4
52.49,47.51,True,54.71,58.43,test,0
28.15,71.85,True,65.56,42.12,test,1
6.08,93.92,False,57.05,22.7,test,2
25.39,74.61,True,83.76,48.56,test,2
25.22,74.78,True,89.08,51.94,test,2
21.05,78.95,True,71.8,40.31,test,0
20.86,79.14,True,76.94,42.21,test,0
20.29,79.71,True,43.91,30.81,test,0
52.49,47.51,True,53.66,57.58,test,0
20.3,79.7,True,44.79,30.83,test,0
20.9,79.1,True,89.67,48.26,test,0
52.58,47.42,True,37.33,41.33,test,0
25.2,74.8,True,86.21,50.42,test,2
52.45,47.55,True,40.6,45.33,test,0
20.91,79.09,True,83.36,45.03,test,0
9.44,90.56,False,62.21,22.38,test,2
9.46,90.54,False,58.0,22.69,test,2
16.62,83.38,True,79.92,37.66,test,1
16.68,83.32,True,61.84,29.23,test,2
25.31,74.69,True,83.95,49.61,test,2
9.41,90.59,False,61.32,36.02,test,0
9.47,90.53,False,64.69,32.88,test,0
16.63,83.37,True,96.04,45.66,test,4
2.54,97.46,False,47.34,17.53,test,0
20.74,79.26,True,84.19,46.06,test,0
52.41,47.59,True,44.18,47.83,test,0
52.58,47.42,True,30.2,34.78,test,0
20.77,79.23,True,95.43,51.02,test,0
52.45,47.55,True,48.97,53.96,test,0
16.66,83.34,True,68.13,32.09,test,1
24.42,75.58,True,76.79,45.02,test,2
20.84,79.16,True,80.24,42.8,test,0
16.66,83.34,True,97.62,44.13,test,1
26.5,73.5,True,51.61,32.44,test,2
16.73,83.27,True,52.44,24.88,test,1
